salary,monthly_savings,goal_years,risk_level,dependents,investment_experience,emergency_fund_months,debt_to_income,current_equity_value,current_debt_value,sip_amount,sip_active,num_stocks,num_mutual_funds,portfolio_total,equity_pct,sip_ratio,diversification_score,action
87843,9260,13,low,0,expert,9,0.22,379690,50603,0,False,1,4,430293,88.24,0.0,5,REBALANCE
20307,30604,15,low,4,expert,7,0.21,460014,266249,18693,True,4,2,726263,63.34,0.9205,6,REDUCE_SIP
86087,45394,3,high,3,beginner,4,0.28,92098,217920,0,False,2,1,310018,29.71,0.0,3,BUY
75556,9426,10,medium,1,beginner,6,0.27,249912,105863,20678,True,13,5,355775,70.24,0.2737,18,CONTINUE_SIP
75842,2544,14,medium,4,expert,1,0.21,202617,356239,19232,True,20,0,558856,36.26,0.2536,20,EMERGENCY_FUND_BUILD
50066,2284,4,high,1,expert,6,0.03,282577,397174,15922,True,3,4,679751,41.57,0.318,7,STOP_SIP
56386,38388,6,low,4,beginner,10,0.26,253315,75558,14368,True,8,3,328873,77.03,0.2548,11,INCREASE_SIP
93762,40639,8,high,3,expert,6,0.12,490115,171473,3126,True,20,7,661588,74.08,0.0333,27,INCREASE_SIP
27610,34440,3,high,5,expert,11,0.55,167060,38222,9900,True,6,5,205282,81.38,0.3586,11,REBALANCE
78420,28277,10,high,2,beginner,5,0.52,87214,151944,17461,True,10,13,239158,36.47,0.2227,23,REDUCE_SIP
42787,7493,15,high,2,intermediate,9,0.58,123255,225206,0,False,3,4,348461,35.37,0.0,7,SWITCH_TO_EQUITY
42574,6090,9,high,5,expert,5,0.27,49928,149782,0,False,2,13,199710,25.0,0.0,15,BUY
56060,8393,9,low,0,intermediate,4,0.16,133410,373632,0,False,1,1,507042,26.31,0.0,2,DIVERSIFY_PORTFOLIO
38728,45513,4,medium,0,intermediate,1,0.34,413621,13648,0,False,19,14,427269,96.81,0.0,33,REBALANCE
22719,45382,5,low,1,beginner,7,0.09,390538,370591,0,False,10,11,761129,51.31,0.0,21,SWITCH_TO_DEBT
94460,6714,4,low,4,beginner,10,0.2,363046,228228,10505,True,20,10,591274,61.4,0.1112,30,SWITCH_TO_DEBT
83197,18710,9,medium,0,intermediate,11,0.57,113332,279930,23318,True,1,1,393262,28.82,0.2803,2,REDUCE_SIP
82812,37196,15,high,4,intermediate,12,0.16,139797,194025,0,False,1,10,333822,41.88,0.0,11,START_SIP
37384,49798,7,medium,2,intermediate,10,0.17,278481,293029,3100,True,5,13,571510,48.73,0.0829,18,INCREASE_SIP
32685,14138,3,high,4,intermediate,10,0.31,92609,455204,0,False,8,14,547813,16.91,0.0,22,BUY
52214,8744,10,high,5,expert,7,0.02,218889,86299,0,False,19,12,305188,71.72,0.0,31,HOLD
93251,12037,11,medium,2,beginner,8,0.13,302283,58758,14448,True,20,7,361041,83.73,0.1549,27,REBALANCE
29569,25898,8,high,2,expert,5,0.14,487391,76329,0,False,17,15,563720,86.46,0.0,32,REBALANCE
42357,28543,4,medium,2,expert,7,0.2,102904,135441,0,False,10,11,238345,43.17,0.0,21,HOLD
26829,35221,6,medium,3,expert,10,0.58,114698,372343,4453,True,5,15,487041,23.55,0.166,20,REDUCE_SIP
26587,35709,6,low,3,beginner,4,0.22,486633,444760,17550,True,6,6,931393,52.25,0.6601,12,REDUCE_SIP
38991,21831,2,medium,5,beginner,3,0.25,67590,309110,0,False,12,11,376700,17.94,0.0,23,EMERGENCY_FUND_BUILD
94968,15648,10,medium,4,intermediate,10,0.42,367204,406733,16760,True,0,13,773937,47.45,0.1765,13,REDUCE_SIP
21769,47534,1,medium,0,expert,5,0.04,61,423348,18483,True,17,8,423409,0.01,0.8491,25,SELL
24694,46392,3,medium,3,expert,12,0.6,392239,196579,0,False,18,1,588818,66.61,0.0,19,HOLD
26441,5302,3,low,3,beginner,9,0.2,86277,376542,0,False,15,5,462819,18.64,0.0,20,HOLD
87496,5372,3,low,4,intermediate,4,0.56,349150,218549,6527,True,1,10,567699,61.5,0.0746,11,SWITCH_TO_DEBT
25690,23521,5,medium,0,expert,9,0.46,152762,41527,16269,True,10,12,194289,78.63,0.6333,22,REDUCE_SIP
35972,22797,13,high,0,intermediate,7,0.01,6782,304809,1134,True,1,9,311591,2.18,0.0315,10,INCREASE_SIP
86321,29700,6,high,0,expert,11,0.12,16570,363538,0,False,6,8,380108,4.36,0.0,14,START_SIP
92489,33005,10,low,5,expert,4,0.5,478313,171243,0,False,14,10,649556,73.64,0.0,24,START_SIP
41058,8014,9,medium,0,expert,6,0.32,17179,253438,0,False,1,1,270617,6.35,0.0,2,DIVERSIFY_PORTFOLIO
75547,45394,2,high,3,expert,11,0.04,110628,309353,13865,True,6,15,419981,26.34,0.1835,21,BUY
92728,44369,8,high,5,intermediate,10,0.22,309035,266032,0,False,3,10,575067,53.74,0.0,13,START_SIP
55270,36024,8,medium,0,beginner,7,0.09,360323,397959,4043,True,4,11,758282,47.52,0.0731,15,INCREASE_SIP
53885,48750,4,medium,0,beginner,1,0.07,479151,62339,22056,True,6,5,541490,88.49,0.4093,11,REBALANCE
62269,4045,3,medium,5,intermediate,9,0.32,89231,278324,3881,True,13,10,367555,24.28,0.0623,23,HOLD
51854,43239,2,low,3,expert,6,0.55,92047,407737,17341,True,5,3,499784,18.42,0.3344,8,REDUCE_SIP
41058,8014,9,medium,0,expert,6,0.32,17179,253438,0,False,1,1,270617,6.35,0.0,2,DIVERSIFY_PORTFOLIO
95164,2793,9,high,2,intermediate,11,0.57,387396,137375,15797,True,6,10,524771,73.82,0.166,16,STOP_SIP
80098,30321,6,medium,0,beginner,0,0.53,359922,212349,22168,True,0,10,572271,62.89,0.2768,10,EMERGENCY_FUND_BUILD
38951,17866,5,high,1,beginner,8,0.55,255376,233402,19277,True,1,14,488778,52.25,0.4949,15,REDUCE_SIP
47588,2737,15,medium,1,beginner,12,0.19,453887,394631,14065,True,7,11,848518,53.49,0.2956,18,STOP_SIP
42743,10124,9,medium,4,beginner,4,0.26,398512,319361,15736,True,3,11,717873,55.51,0.3682,14,REDUCE_SIP
37043,2744,10,high,0,beginner,1,0.04,193679,295932,0,False,19,3,489611,39.56,0.0,22,SWITCH_TO_EQUITY
45761,26087,1,low,5,intermediate,0,0.23,303083,402545,0,False,3,15,705628,42.95,0.0,18,EMERGENCY_FUND_BUILD
87789,3742,5,low,3,beginner,9,0.58,486838,30000,19119,True,16,1,516838,94.2,0.2178,17,REBALANCE
78940,8472,13,high,5,beginner,5,0.23,232742,462692,0,False,10,9,695434,33.47,0.0,19,SWITCH_TO_EQUITY
57443,3029,14,high,0,expert,8,0.28,147067,236522,2426,True,20,3,383589,38.34,0.0422,23,SWITCH_TO_EQUITY
48133,12943,2,medium,3,beginner,0,0.22,114485,362512,1530,True,7,11,476997,24.0,0.0318,18,EMERGENCY_FUND_BUILD
62359,17941,15,low,4,expert,6,0.09,244452,145612,0,False,4,4,390064,62.67,0.0,8,START_SIP
27501,23593,10,low,4,intermediate,8,0.29,215591,421129,325,True,4,5,636720,33.86,0.0118,9,INCREASE_SIP
46248,22669,12,medium,1,expert,7,0.45,386187,497243,0,False,17,14,883430,43.71,0.0,31,START_SIP
56212,44565,5,low,3,expert,10,0.08,451136,113038,3508,True,20,7,564174,79.96,0.0624,27,SWITCH_TO_DEBT
36059,20363,5,medium,1,intermediate,4,0.2,121732,35936,2005,True,3,15,157668,77.21,0.0556,18,CONTINUE_SIP
36035,42260,4,medium,2,intermediate,10,0.25,367408,344778,0,False,17,1,712186,51.59,0.0,18,HOLD
74633,49356,2,high,1,intermediate,8,0.02,85042,491451,20284,True,7,13,576493,14.75,0.2718,20,BUY
94744,33794,5,low,3,expert,5,0.52,266260,340675,0,False,1,0,606935,43.87,0.0,1,DIVERSIFY_PORTFOLIO
28749,10616,13,medium,4,expert,10,0.56,377812,467353,21866,True,15,1,845165,44.7,0.7606,16,REDUCE_SIP
61003,2125,9,low,5,beginner,5,0.34,377460,37810,19515,True,19,6,415270,90.9,0.3199,25,STOP_SIP
93948,38110,2,medium,1,expert,3,0.32,344440,113255,0,False,0,0,457695,75.26,0.0,0,DIVERSIFY_PORTFOLIO
58640,45763,5,low,5,intermediate,8,0.17,414869,136878,0,False,0,5,551747,75.19,0.0,5,SWITCH_TO_DEBT
88258,28175,2,high,1,expert,10,0.02,102643,346123,7675,True,4,11,448766,22.87,0.087,15,BUY
42791,27152,15,medium,0,expert,12,0.33,179333,483083,0,False,10,13,662416,27.07,0.0,23,START_SIP
58314,43765,1,high,1,intermediate,10,0.08,304398,496987,0,False,2,13,801385,37.98,0.0,15,SELL
57780,20916,4,high,5,intermediate,11,0.49,20881,63799,0,False,12,1,84680,24.66,0.0,13,BUY
52913,2037,7,low,4,expert,8,0.29,180526,48628,16974,True,16,8,229154,78.78,0.3208,24,STOP_SIP
80237,41013,10,high,3,beginner,4,0.54,406004,74335,0,False,15,4,480339,84.52,0.0,19,REBALANCE
56895,38612,6,medium,3,intermediate,8,0.46,94671,58968,0,False,13,2,153639,61.62,0.0,15,START_SIP
95324,2544,6,low,0,expert,12,0.45,417568,119135,23952,True,19,4,536703,77.8,0.2513,23,STOP_SIP
34716,6588,3,low,1,intermediate,3,0.37,286887,368765,0,False,19,7,655652,43.76,0.0,26,HOLD
20129,19191,4,high,2,expert,3,0.26,95803,370227,0,False,9,9,466030,20.56,0.0,18,BUY
22953,22384,2,high,1,beginner,4,0.15,10121,403031,9144,True,17,12,413152,2.45,0.3984,29,BUY
99570,8349,8,low,0,intermediate,12,0.56,192671,285891,0,False,1,7,478562,40.26,0.0,8,HOLD
33311,8190,7,high,2,beginner,5,0.12,399919,113244,0,False,16,8,513163,77.93,0.0,24,HOLD
45500,18763,4,high,0,intermediate,5,0.26,227028,429678,11995,True,14,15,656706,34.57,0.2636,29,CONTINUE_SIP
81108,22810,12,low,1,expert,11,0.17,417891,421093,10069,True,9,12,838984,49.81,0.1241,21,INCREASE_SIP
35583,20832,6,medium,3,intermediate,10,0.11,139440,104210,23091,True,3,11,243650,57.23,0.6489,14,REDUCE_SIP
45939,45176,3,low,4,intermediate,4,0.11,155446,371996,0,False,2,0,527442,29.47,0.0,2,DIVERSIFY_PORTFOLIO
90077,21996,8,low,0,expert,1,0.06,367231,373876,6579,True,14,15,741107,49.55,0.073,29,INCREASE_SIP
65538,23762,14,medium,4,beginner,1,0.38,174812,103172,0,False,1,5,277984,62.89,0.0,6,EMERGENCY_FUND_BUILD
69481,32136,4,medium,3,intermediate,8,0.01,476035,302638,913,True,16,6,778673,61.13,0.0131,22,CONTINUE_SIP
55706,31113,14,high,2,beginner,11,0.11,410907,9234,0,False,4,2,420141,97.8,0.0,6,REBALANCE
73634,22639,2,low,1,beginner,7,0.31,323667,206358,24450,True,0,1,530025,61.07,0.332,1,SWITCH_TO_DEBT
80998,8195,11,high,0,expert,1,0.26,105319,201967,0,False,20,15,307286,34.27,0.0,35,SWITCH_TO_EQUITY
40054,14664,3,low,5,expert,4,0.23,148119,7878,0,False,17,7,155997,94.95,0.0,24,REBALANCE
54077,9570,8,high,3,beginner,5,0.52,238641,416837,0,False,8,8,655478,36.41,0.0,16,SWITCH_TO_EQUITY
97994,3546,13,high,2,intermediate,8,0.34,38337,83930,0,False,16,15,122267,31.36,0.0,31,SWITCH_TO_EQUITY
89526,30729,4,low,3,beginner,11,0.36,471671,159751,0,False,17,5,631422,74.7,0.0,22,SWITCH_TO_DEBT
22779,14029,1,low,0,intermediate,12,0.5,414990,73686,5198,True,4,15,488676,84.92,0.2282,19,SELL
41078,3365,11,low,5,expert,11,0.28,11028,498898,0,False,9,14,509926,2.16,0.0,23,HOLD
76326,22908,7,low,3,intermediate,2,0.53,276936,483454,0,False,12,1,760390,36.42,0.0,13,EMERGENCY_FUND_BUILD
41514,18651,15,low,5,intermediate,2,0.46,1333,157428,10017,True,6,2,158761,0.84,0.2413,8,EMERGENCY_FUND_BUILD
50254,2885,1,medium,2,expert,9,0.23,53880,159414,13989,True,18,8,213294,25.26,0.2784,26,STOP_SIP
38890,5770,13,high,1,beginner,4,0.05,120805,228991,0,False,2,2,349796,34.54,0.0,4,SWITCH_TO_EQUITY
77899,45336,10,medium,2,beginner,9,0.11,386785,29694,23554,True,0,4,416479,92.87,0.3024,4,REBALANCE
38687,47475,2,high,4,beginner,12,0.39,17629,141925,24690,True,1,1,159554,11.05,0.6382,2,REDUCE_SIP
54187,10524,7,low,3,expert,4,0.18,313395,258792,13612,True,9,11,572187,54.77,0.2512,20,CONTINUE_SIP
32318,6188,11,high,1,expert,9,0.14,9317,126255,0,False,13,2,135572,6.87,0.0,15,BUY
84892,13326,10,low,5,expert,10,0.05,185565,372266,15493,True,7,10,557831,33.27,0.1825,17,CONTINUE_SIP
20320,33809,8,medium,3,beginner,0,0.27,476396,56571,0,False,5,15,532967,89.39,0.0,20,EMERGENCY_FUND_BUILD
58225,17920,7,high,1,expert,8,0.07,263246,203973,0,False,11,11,467219,56.34,0.0,22,START_SIP
54387,26718,10,medium,4,intermediate,8,0.46,497766,100209,2067,True,16,5,597975,83.24,0.038,21,REBALANCE
48527,4027,3,high,5,intermediate,9,0.04,82829,414431,8091,True,7,3,497260,16.66,0.1667,10,BUY
42787,7493,15,high,2,intermediate,9,0.58,123255,225206,0,False,3,4,348461,35.37,0.0,7,SWITCH_TO_EQUITY
28446,15767,14,low,2,beginner,4,0.5,462128,302389,19496,True,9,15,764517,60.45,0.6854,24,REDUCE_SIP
57361,15015,3,low,4,expert,6,0.44,178480,177215,0,False,0,6,355695,50.18,0.0,6,SWITCH_TO_DEBT
81196,32080,5,medium,0,beginner,5,0.49,370283,73878,0,False,16,7,444161,83.37,0.0,23,REBALANCE
78954,18667,2,high,2,beginner,7,0.51,421401,463107,19477,True,20,1,884508,47.64,0.2467,21,REDUCE_SIP
22015,4886,6,high,3,expert,7,0.5,36354,295320,0,False,7,3,331674,10.96,0.0,10,BUY
48514,21664,11,medium,5,beginner,2,0.41,359730,460472,0,False,6,8,820202,43.86,0.0,14,EMERGENCY_FUND_BUILD
65724,2494,1,medium,5,intermediate,12,0.51,110219,178192,12746,True,0,0,288411,38.22,0.1939,0,STOP_SIP
70906,9700,10,high,2,expert,7,0.07,101304,224677,0,False,4,10,325981,31.08,0.0,14,SWITCH_TO_EQUITY
36535,17139,4,medium,4,beginner,7,0.26,191926,227870,0,False,1,1,419796,45.72,0.0,2,DIVERSIFY_PORTFOLIO
20908,30859,8,medium,1,intermediate,4,0.06,164765,279293,12778,True,1,1,444058,37.1,0.6112,2,INCREASE_SIP
88359,44519,11,medium,4,beginner,8,0.23,102486,174239,13271,True,8,9,276725,37.04,0.1502,17,INCREASE_SIP
71632,31501,4,medium,3,beginner,7,0.26,220486,198798,23081,True,18,5,419284,52.59,0.3222,23,REDUCE_SIP
95622,5343,6,low,0,beginner,3,0.02,111301,292414,0,False,13,8,403715,27.57,0.0,21,HOLD
40093,39820,7,medium,0,beginner,5,0.15,465956,118141,0,False,1,4,584097,79.77,0.0,5,START_SIP
88785,3355,4,high,0,intermediate,3,0.43,91995,236850,0,False,5,11,328845,27.98,0.0,16,BUY
73363,17148,6,low,3,expert,12,0.35,9118,449902,11358,True,20,5,459020,1.99,0.1548,25,INCREASE_SIP
37230,6642,8,high,0,intermediate,9,0.17,257078,453540,0,False,5,14,710618,36.18,0.0,19,SWITCH_TO_EQUITY
22204,25486,1,high,0,intermediate,11,0.12,406271,247501,0,False,20,0,653772,62.14,0.0,20,SELL
78981,10137,2,medium,3,beginner,5,0.57,187795,432422,490,True,15,4,620217,30.28,0.0062,19,HOLD
38199,39548,9,high,3,intermediate,11,0.46,71118,22712,10652,True,14,9,93830,75.79,0.2789,23,REDUCE_SIP
91055,12787,5,low,4,intermediate,11,0.31,156992,422986,0,False,0,1,579978,27.07,0.0,1,DIVERSIFY_PORTFOLIO
95726,18390,8,high,3,intermediate,4,0.55,52565,232467,0,False,18,0,285032,18.44,0.0,18,START_SIP
91746,27025,2,high,0,expert,7,0.15,71477,302396,18102,True,2,5,373873,19.12,0.1973,7,BUY
28767,46776,10,high,0,beginner,9,0.4,101613,305723,21845,True,10,12,407336,24.95,0.7594,22,REDUCE_SIP
69714,10524,9,medium,1,expert,8,0.06,331368,388154,0,False,11,5,719522,46.05,0.0,16,START_SIP
65724,2494,1,medium,5,intermediate,12,0.51,110219,178192,12746,True,0,0,288411,38.22,0.1939,0,STOP_SIP
87612,14246,5,low,1,intermediate,11,0.37,116872,95363,9194,True,10,1,212235,55.07,0.1049,11,SWITCH_TO_DEBT
31278,7805,1,medium,3,beginner,7,0.01,384063,430642,2604,True,13,0,814705,47.14,0.0833,13,SELL
37991,41872,5,low,1,beginner,7,0.35,115694,97886,11452,True,10,9,213580,54.17,0.3014,19,SWITCH_TO_DEBT
41500,22723,12,high,0,beginner,2,0.26,72765,131888,19872,True,13,11,204653,35.56,0.4788,24,INCREASE_SIP
87916,2090,1,high,1,intermediate,9,0.12,43265,272584,0,False,20,3,315849,13.7,0.0,23,SELL
56683,15692,4,medium,1,expert,5,0.32,242200,290610,0,False,11,0,532810,45.46,0.0,11,HOLD
91326,22694,15,high,2,intermediate,9,0.54,14646,100981,21584,True,5,13,115627,12.67,0.2363,18,REDUCE_SIP
82886,29575,6,medium,2,beginner,10,0.34,272481,90722,17680,True,0,14,363203,75.02,0.2133,14,INCREASE_SIP
34026,9288,4,high,3,beginner,10,0.08,124967,203521,0,False,0,0,328488,38.04,0.0,0,DIVERSIFY_PORTFOLIO
70071,22926,1,low,1,expert,10,0.48,271777,31763,7802,True,20,13,303540,89.54,0.1113,33,SELL
96293,39148,3,high,2,intermediate,4,0.53,111886,422510,0,False,17,1,534396,20.94,0.0,18,BUY
27160,4577,5,low,0,expert,12,0.35,466706,300673,8237,True,12,2,767379,60.82,0.3033,14,SWITCH_TO_DEBT
29216,10672,3,low,0,intermediate,0,0.57,439647,7878,122,True,0,12,447525,98.24,0.0042,12,EMERGENCY_FUND_BUILD
35412,29030,9,medium,2,beginner,8,0.58,80835,339624,5215,True,11,8,420459,19.23,0.1473,19,INCREASE_SIP
49756,2703,6,low,3,beginner,6,0.56,135450,213262,2114,True,6,14,348712,38.84,0.0425,20,STOP_SIP
87173,2844,9,low,1,intermediate,5,0.48,47396,342259,13553,True,16,3,389655,12.16,0.1555,19,STOP_SIP
64327,35756,9,low,5,intermediate,10,0.02,6181,415421,6757,True,16,8,421602,1.47,0.105,24,INCREASE_SIP
36277,8822,2,high,0,beginner,2,0.27,36668,252734,23343,True,11,0,289402,12.67,0.6435,11,BUY
79720,45517,5,low,5,beginner,12,0.58,438478,297443,0,False,12,6,735921,59.58,0.0,18,SWITCH_TO_DEBT
81684,24844,15,high,4,expert,5,0.32,215837,12846,0,False,17,8,228683,94.38,0.0,25,REBALANCE
32411,43715,7,high,2,expert,4,0.03,307986,423561,12649,True,14,15,731547,42.1,0.3903,29,INCREASE_SIP
94329,4842,14,high,4,expert,9,0.22,126758,260899,0,False,14,6,387657,32.7,0.0,20,SWITCH_TO_EQUITY
96441,7456,3,low,4,expert,2,0.46,327171,253905,11176,True,14,8,581076,56.3,0.1159,22,EMERGENCY_FUND_BUILD
55584,40650,2,medium,5,intermediate,9,0.21,136382,136146,0,False,0,0,272528,50.04,0.0,0,DIVERSIFY_PORTFOLIO
46751,17648,2,low,0,expert,9,0.58,98547,210058,0,False,0,0,308605,31.93,0.0,0,DIVERSIFY_PORTFOLIO
87121,14874,4,medium,5,beginner,0,0.42,167407,174907,0,False,1,11,342314,48.9,0.0,12,EMERGENCY_FUND_BUILD
37543,13618,13,low,3,expert,10,0.54,52111,246313,10565,True,13,2,298424,17.46,0.2814,15,REDUCE_SIP
52471,48652,13,medium,0,beginner,8,0.38,249919,18325,18266,True,19,11,268244,93.17,0.3481,30,REBALANCE
99909,15731,13,high,3,intermediate,3,0.2,279916,82139,14594,True,18,4,362055,77.31,0.1461,22,EMERGENCY_FUND_BUILD
27025,10366,15,high,4,beginner,12,0.15,319247,480023,2797,True,7,13,799270,39.94,0.1035,20,CONTINUE_SIP
96794,29973,10,low,1,expert,7,0.35,498048,113663,0,False,16,5,611711,81.42,0.0,21,REBALANCE
67101,45211,4,low,4,expert,7,0.09,271136,93534,6811,True,11,5,364670,74.35,0.1015,16,SWITCH_TO_DEBT
37685,2970,5,low,3,expert,8,0.08,18908,133550,4198,True,7,3,152458,12.4,0.1114,10,STOP_SIP
72967,4602,5,high,5,beginner,0,0.55,373294,280070,8678,True,9,14,653364,57.13,0.1189,23,EMERGENCY_FUND_BUILD
70325,2013,7,high,5,beginner,11,0.42,241451,311880,20437,True,3,6,553331,43.64,0.2906,9,STOP_SIP
93719,19259,2,low,1,intermediate,10,0.14,29813,390287,12682,True,1,0,420100,7.1,0.1353,1,DIVERSIFY_PORTFOLIO
38344,4770,1,low,4,beginner,7,0.1,349603,143961,0,False,16,3,493564,70.83,0.0,19,SELL
37230,6642,8,high,0,intermediate,9,0.17,257078,453540,0,False,5,14,710618,36.18,0.0,19,SWITCH_TO_EQUITY
52762,35268,6,medium,0,intermediate,2,0.52,111362,480371,8275,True,14,14,591733,18.82,0.1568,28,EMERGENCY_FUND_BUILD
48451,44833,4,medium,0,intermediate,4,0.2,55551,74605,8917,True,19,13,130156,42.68,0.184,32,CONTINUE_SIP
20975,15285,1,medium,1,intermediate,4,0.37,344265,456620,0,False,15,9,800885,42.99,0.0,24,SELL
29821,13105,4,low,5,intermediate,6,0.22,339677,312365,1285,True,2,7,652042,52.09,0.0431,9,SWITCH_TO_DEBT
41801,25260,3,low,1,expert,10,0.17,440892,279098,0,False,16,5,719990,61.24,0.0,21,SWITCH_TO_DEBT
60533,26132,1,high,1,beginner,9,0.43,44214,110344,0,False,9,13,154558,28.61,0.0,22,SELL
76392,32530,13,low,1,intermediate,4,0.43,302548,22544,0,False,10,11,325092,93.07,0.0,21,REBALANCE
93704,2678,12,high,4,expert,8,0.53,185110,20435,3971,True,12,10,205545,90.06,0.0424,22,STOP_SIP
28179,25226,13,medium,5,expert,3,0.17,457231,450552,13821,True,19,10,907783,50.37,0.4905,29,EMERGENCY_FUND_BUILD
89253,24390,1,low,5,beginner,8,0.26,98686,429785,0,False,8,15,528471,18.67,0.0,23,SELL
85726,33090,5,low,2,beginner,11,0.05,67607,81676,9077,True,17,10,149283,45.29,0.1059,27,CONTINUE_SIP
45825,3265,10,high,2,expert,2,0.49,160706,300337,18866,True,16,8,461043,34.86,0.4117,24,EMERGENCY_FUND_BUILD
42787,7493,15,high,2,intermediate,9,0.58,123255,225206,0,False,3,4,348461,35.37,0.0,7,SWITCH_TO_EQUITY
52634,43849,4,high,4,beginner,9,0.24,157120,251985,19584,True,2,13,409105,38.41,0.3721,15,REDUCE_SIP
65909,2318,3,medium,1,intermediate,8,0.43,315801,80631,15347,True,7,0,396432,79.66,0.2329,7,STOP_SIP
48453,12736,7,low,1,beginner,6,0.35,263050,235768,11982,True,5,5,498818,52.73,0.2473,10,CONTINUE_SIP
34440,36764,6,high,2,expert,8,0.26,214260,442399,0,False,2,15,656659,32.63,0.0,17,START_SIP
63284,2551,1,low,0,beginner,6,0.54,407090,43048,1293,True,7,0,450138,90.44,0.0204,7,STOP_SIP
37674,45819,1,medium,1,expert,4,0.45,452123,326380,7303,True,5,10,778503,58.08,0.1938,15,SELL
69999,37912,4,high,1,expert,10,0.18,356062,170285,0,False,16,14,526347,67.65,0.0,30,HOLD
37610,30434,7,high,0,expert,5,0.03,447828,138534,13355,True,13,2,586362,76.37,0.3551,15,INCREASE_SIP
20364,2397,4,medium,1,intermediate,12,0.13,353603,346622,17715,True,6,15,700225,50.5,0.8699,21,STOP_SIP
76790,2019,13,medium,5,intermediate,9,0.34,225207,378715,2705,True,10,12,603922,37.29,0.0352,22,STOP_SIP
78255,8511,10,high,4,intermediate,12,0.13,174969,301603,0,False,15,2,476572,36.71,0.0,17,SWITCH_TO_EQUITY
33286,14312,12,medium,2,beginner,12,0.15,400681,215229,13962,True,11,5,615910,65.06,0.4195,16,CONTINUE_SIP
78755,5266,14,high,1,expert,6,0.54,275677,102693,0,False,0,1,378370,72.86,0.0,1,DIVERSIFY_PORTFOLIO
26470,36070,5,low,3,beginner,9,0.49,216559,207947,0,False,6,6,424506,51.01,0.0,12,SWITCH_TO_DEBT
20057,2391,3,high,5,beginner,4,0.36,158029,129227,21036,True,13,1,287256,55.01,1.0488,14,STOP_SIP
72335,5964,11,medium,5,beginner,5,0.06,392809,103853,15342,True,5,15,496662,79.09,0.2121,20,CONTINUE_SIP
65201,45997,6,high,3,intermediate,6,0.26,37849,130183,0,False,10,1,168032,22.52,0.0,11,START_SIP
65434,30341,6,high,0,beginner,12,0.59,32444,107600,10204,True,15,5,140044,23.17,0.1559,20,REDUCE_SIP
69629,9796,13,high,1,beginner,10,0.41,491319,94958,0,False,17,2,586277,83.8,0.0,19,REBALANCE
73420,10681,15,high,4,beginner,3,0.41,299052,53269,2947,True,18,12,352321,84.88,0.0401,30,EMERGENCY_FUND_BUILD
90565,43519,9,low,4,intermediate,8,0.51,231358,247170,9747,True,17,9,478528,48.35,0.1076,26,INCREASE_SIP
41518,3363,5,low,1,expert,3,0.01,442538,435430,0,False,3,8,877968,50.4,0.0,11,SWITCH_TO_DEBT
56079,33911,8,low,0,expert,3,0.31,413481,373066,24904,True,18,12,786547,52.57,0.4441,30,INCREASE_SIP
89327,10911,11,low,1,expert,3,0.3,348407,286970,15331,True,20,7,635377,54.83,0.1716,27,CONTINUE_SIP
44143,7307,4,low,0,beginner,2,0.26,88692,270852,0,False,1,1,359544,24.67,0.0,2,DIVERSIFY_PORTFOLIO
29032,7291,8,high,1,beginner,11,0.47,174444,263995,0,False,6,4,438439,39.79,0.0,10,SWITCH_TO_EQUITY
87321,24185,3,low,2,beginner,3,0.07,227440,185207,18339,True,8,7,412647,55.12,0.21,15,SWITCH_TO_DEBT
72960,26517,2,high,2,intermediate,7,0.09,121719,285582,0,False,12,6,407301,29.88,0.0,18,BUY
49978,2605,9,low,2,expert,4,0.43,364904,62140,24119,True,14,14,427044,85.45,0.4826,28,STOP_SIP
37043,2744,10,high,0,beginner,1,0.04,193679,295932,0,False,19,3,489611,39.56,0.0,22,SWITCH_TO_EQUITY
26827,41009,14,high,5,intermediate,8,0.0,399688,377612,23868,True,3,1,777300,51.42,0.8897,4,REDUCE_SIP
59132,17841,9,medium,1,beginner,4,0.19,235384,399620,7091,True,0,10,635004,37.07,0.1199,10,INCREASE_SIP
98278,42157,1,medium,5,intermediate,4,0.35,204828,198631,7140,True,9,7,403459,50.77,0.0727,16,SELL
80128,38719,6,medium,2,beginner,12,0.2,436724,369359,12764,True,11,11,806083,54.18,0.1593,22,INCREASE_SIP
83646,7848,5,high,2,expert,8,0.6,186906,330491,1295,True,20,9,517397,36.12,0.0155,29,CONTINUE_SIP
99052,23997,8,high,1,intermediate,5,0.34,143520,429818,0,False,2,8,573338,25.03,0.0,10,START_SIP
30686,2141,12,high,0,intermediate,3,0.12,237261,15675,17018,True,14,9,252936,93.8,0.5546,23,STOP_SIP
90793,14493,15,low,3,expert,8,0.58,456034,4030,0,False,14,8,460064,99.12,0.0,22,REBALANCE
94855,2984,7,low,3,expert,8,0.17,120782,194171,10178,True,4,8,314953,38.35,0.1073,12,STOP_SIP
88154,16954,12,low,1,expert,10,0.57,318180,114562,13909,True,19,7,432742,73.53,0.1578,26,REDUCE_SIP
91778,28082,2,medium,5,beginner,11,0.33,95896,335558,0,False,0,1,431454,22.23,0.0,1,DIVERSIFY_PORTFOLIO
87690,48527,4,high,2,expert,5,0.13,18078,132564,0,False,1,0,150642,12.0,0.0,1,BUY
23020,14368,1,low,3,beginner,10,0.16,200175,425468,11409,True,2,9,625643,32.0,0.4956,11,SELL
